original,checked,lemma,path,dictionary,group,actor
acordar,acordar,acordar,['./datasets/ufsc_v2/videos/ACORDAR.mp4'],UFSC_V2,0,42
acordar,acordar,acordar,['./datasets/acessibilidade_2/videos/acordar1.wmv'],Acessibilidades2,1,1
acordar,acordar,acordar,['./datasets/spread_the_sign/videos/acordar.mp4'],SpreadTheSign,0,4
acordar,acordar,acordar,['datasets/ufsc/videos/ACORDAR.mp4'],UFSC,0,44
acordar,acordar,acordar,['./datasets/acessibilidade_2/videos/acordar2.wmv'],Acessibilidades2,0,1
acordar,acordar,acordar,['./datasets/acessibilidade_3/videos/acordar2Sm_Prog001.mp4'],Acessibilidades3,0,2
acordar,acordar,acordar,['./datasets/youtube_v2/videos/Libras - Acordar (1080p_30fps_H264-128kbit_AAC).mp4'],Youtube,1,41
acordar,acordar,acordar,['./datasets/acessibilidade_3/videos/acordar1Sm_Prog001.mp4'],Acessibilidades3,1,2
acordar,acordar,acordar,['./datasets/usp/videos/acordar.mp4'],USP,2,47
acordeao,acordeão,acordeao,['./datasets/acessibilidade_3/videos/acordeaoSm_Prog001.mp4'],Acessibilidades3,0,2
acordeao,acordeão,acordeao,['./datasets/acessibilidade_2/videos/acordeao.wmv'],Acessibilidades2,0,1
acordo,acordo,acordo,['./datasets/acessibilidade_3/videos/acordoSm_Prog001.mp4'],Acessibilidades3,0,2
acordo,acordo,acordo,['./datasets/acessibilidade_2/videos/acordo.wmv'],Acessibilidades2,0,1
acorrentar,acorrentar,acorrentar,['./datasets/acessibilidade_3/videos/acorrentarSm_Prog001.mp4'],Acessibilidades3,0,2
acorrentar,acorrentar,acorrentar,['./datasets/acessibilidade_2/videos/acorrentar.wmv'],Acessibilidades2,0,1
acostumado,acostumado,acostumar,['./datasets/acessibilidade_2/videos/acostumado.wmv'],Acessibilidades2,0,1
acostumado,acostumado,acostumar,['./datasets/acessibilidade_3/videos/acostumadoSm_Prog001.mp4'],Acessibilidades3,0,2
acostumado,acostumado,acostumar,['./datasets/ufv/videos/01561-Acostumado.mp4'],UFV,0,48
acotovelar,acotovelar,acotovelar,['./datasets/acessibilidade_2/videos/acotovelar.wmv'],Acessibilidades2,0,1
acougue,açougue,acougar,['./datasets/acessibilidade_3/videos/acougueSm_Prog001.mp4'],Acessibilidades3,0,2
acougue,açougue,acougar,['./datasets/acessibilidade_2/videos/acougue.wmv'],Acessibilidades2,0,1
acreditar,acreditar,acreditar,['./datasets/acessibilidade_3/videos/acreditarSm_Prog001.mp4'],Acessibilidades3,0,2
acreditar,acreditar,acreditar,['datasets/ufsc/videos/ACREDITAR.mp4'],UFSC,0,43
acreditar,acreditar,acreditar,['./datasets/acessibilidade_2/videos/acreditar.wmv'],Acessibilidades2,0,1
acreditar,acreditar,acreditar,['./datasets/ufsc_v2/videos/ACREDITAR.mp4'],UFSC_V2,0,42
acreditar,acreditar,acreditar,['./datasets/usp/videos/acreditar.mp4'],USP,0,47
acrobata,acrobata,acrobatar,['./datasets/acessibilidade_3/videos/acrobata1Sm_Prog001.mp4'],Acessibilidades3,0,2
acrobata,acrobata,acrobatar,['./datasets/acessibilidade_3/videos/acrobata2Sm_Prog001.mp4'],Acessibilidades3,1,2
acrobata,acrobata,acrobatar,['./datasets/acessibilidade_2/videos/acrobata2.wmv'],Acessibilidades2,1,1
acrobata,acrobata,acrobatar,['./datasets/acessibilidade_2/videos/acrobata1.wmv'],Acessibilidades2,0,1
acuado,acuado,acuar,['./datasets/acessibilidade_2/videos/acuado.wmv'],Acessibilidades2,0,1
acuado,acuado,acuar,['./datasets/acessibilidade_3/videos/acuadoSm_Prog001.mp4'],Acessibilidades3,0,2
acuar,acuar,acuar,['./datasets/acessibilidade_2/videos/acuar.wmv'],Acessibilidades2,0,1
acuar,acuar,acuar,['./datasets/acessibilidade_3/videos/acuarSm_Prog001.mp4'],Acessibilidades3,0,2
acucar,açúcar,acucar,['./datasets/acessibilidade_2/videos/acucar.wmv'],Acessibilidades2,0,1
acucar,açúcar,acucar,['./datasets/acessibilidade_3/videos/acucarSm_Prog001.mp4'],Acessibilidades3,0,2
acumulador,acumulador,acumulador,['./datasets/spread_the_sign/videos/acumulador.mp4'],SpreadTheSign,0,3
acústica,acústica,acústico,['./datasets/spread_the_sign/videos/acústica.mp4'],SpreadTheSign,0,3
adaptador,adaptador,adaptador,['./datasets/spread_the_sign/videos/adaptador.mp4'],SpreadTheSign,0,3
adaptação,adaptação,adaptação,['./datasets/spread_the_sign/videos/adaptação.mp4'],SpreadTheSign,0,5
adega,adega,adegar,['./datasets/spread_the_sign/videos/adega.mp4'],SpreadTheSign,0,10
adernar,adernar,adernar,['./datasets/acessibilidade_2/videos/adernar.wmv'],Acessibilidades2,0,1
adernar,adernar,adernar,['./datasets/acessibilidade_3/videos/adernarSm_Prog001.mp4'],Acessibilidades3,0,2
adeus,adeus,adeus,['./datasets/acessibilidade_3/videos/adeus2Sm_Prog001.mp4'],Acessibilidades3,0,2
adeus,adeus,adeus,['./datasets/acessibilidade_3/videos/adeusSm_Prog001.mp4'],Acessibilidades3,1,2
adeus,adeus,adeus,['./datasets/ufv/videos/01566-Adeus.mp4'],UFV,1,48
adeus,adeus,adeus,['./datasets/acessibilidade_2/videos/adeus2.wmv'],Acessibilidades2,0,1
adeus,adeus,adeus,['./datasets/acessibilidade_2/videos/adeus.wmv'],Acessibilidades2,1,1
adiantado,adiantado,adiantar,['./datasets/acessibilidade_3/videos/adiantadoSm_Prog001.mp4'],Acessibilidades3,0,2
adiantado,adiantado,adiantar,['./datasets/acessibilidade_2/videos/adiantado.wmv'],Acessibilidades2,0,1
adiantar não,adiantar não,adiantar,['datasets/ufsc/videos/ADIANTAR-N%C3%83O.mp4'],UFSC,0,46
adiantar não,adiantar não,adiantar,['./datasets/ufsc_v2/videos/ADIANTAR-NÃO.mp4'],UFSC_V2,0,42
adiante,adiante,adiante,['./datasets/youtube_v2/videos/Libras - Adiante (480p_30fps_H264-128kbit_AAC).mp4'],Youtube,0,57
adiar,adiar,adiar,['./datasets/acessibilidade_2/videos/adiar.wmv'],Acessibilidades2,0,1
adiar,adiar,adiar,['./datasets/youtube_v2/videos/Libras - Adiar (1080p_30fps_H264-128kbit_AAC).mp4'],Youtube,0,41
adiar,adiar,adiar,['./datasets/acessibilidade_3/videos/adiarSm_Prog001.mp4'],Acessibilidades3,0,2
adiar,adiar,adiar,['./datasets/ufv/videos/01567-Adiar.mp4'],UFV,0,48
adiar,adiar,adiar,['./datasets/spread_the_sign/videos/adiar.mp4'],SpreadTheSign,0,3
adicionar sal,adicionar sal,adicionar,['./datasets/spread_the_sign/videos/adicionar sal.mp4'],SpreadTheSign,0,10
adjunto,adjunto,adjunto,['./datasets/acessibilidade_2/videos/adjunto.wmv'],Acessibilidades2,0,1
adjunto,adjunto,adjunto,['./datasets/acessibilidade_3/videos/adjuntoSm_Prog001.mp4'],Acessibilidades3,0,2
administracao,administração,administracao,['./datasets/acessibilidade_3/videos/administracaoSm_Prog001.mp4'],Acessibilidades3,0,2
administracao,administração,administracao,['./datasets/acessibilidade_2/videos/administracao.wmv'],Acessibilidades2,0,1
administrar,administrar,administrar,['datasets/ufsc/videos/ADMINISTRAR.mp4'],UFSC,1,43
administrar,administrar,administrar,['./datasets/ufsc_v2/videos/ADMINISTRAR.mp4'],UFSC_V2,1,42
administrar,administrar,administrar,['./datasets/acessibilidade_3/videos/administrarSm_Prog001.mp4'],Acessibilidades3,0,2
administrar,administrar,administrar,['./datasets/acessibilidade_2/videos/administrar.wmv'],Acessibilidades2,0,1
admirado,admirado,admirar,['./datasets/acessibilidade_3/videos/admiradoSm_Prog001.mp4'],Acessibilidades3,0,2
admirado,admirado,admirar,['./datasets/acessibilidade_2/videos/admirado.wmv'],Acessibilidades2,0,1
admirar,admirar,admirar,['./datasets/ufsc_v2/videos/ADMIRAR.mp4'],UFSC_V2,0,42
admirar,admirar,admirar,['./datasets/acessibilidade_2/videos/admirar.wmv'],Acessibilidades2,0,1
admirar,admirar,admirar,['./datasets/acessibilidade_3/videos/admirarSm_Prog001.mp4'],Acessibilidades3,0,2
admirar,admirar,admirar,['./datasets/spread_the_sign/videos/admirar.mp4'],SpreadTheSign,0,3
admirar,admirar,admirar,['datasets/ufsc/videos/ADMIRAR.mp4'],UFSC,0,44
admiração,admiração,admiração,['./datasets/spread_the_sign/videos/admiração.mp4'],SpreadTheSign,0,3
admissao,admissão,admissao,['./datasets/acessibilidade_2/videos/admissao.wmv'],Acessibilidades2,0,1
admissao,admissão,admissao,['./datasets/acessibilidade_3/videos/admissaoSm_Prog001.mp4'],Acessibilidades3,0,2
admissão especial,admissão especial,admissão,['./datasets/spread_the_sign/videos/admissão especial.mp4'],SpreadTheSign,0,3
adocante,adoçante,adocante,['./datasets/acessibilidade_2/videos/adocante.wmv'],Acessibilidades2,0,1
adocante,adoçante,adocante,['./datasets/acessibilidade_3/videos/adocanteSm_Prog001.mp4'],Acessibilidades3,0,2
adocar,adoçar,adocar,['./datasets/acessibilidade_3/videos/adocarSm_Prog001.mp4'],Acessibilidades3,0,2
adocar,adoçar,adocar,['./datasets/acessibilidade_2/videos/adocar.wmv'],Acessibilidades2,0,1
adoecer,adoecer,adoecer,['./datasets/ufsc_v2/videos/ADOECER.mp4'],UFSC_V2,0,42
adoecer,adoecer,adoecer,['./datasets/acessibilidade_3/videos/adoecerSm_Prog001.mp4'],Acessibilidades3,0,2
adoecer,adoecer,adoecer,['datasets/ufsc/videos/ADOECER.mp4'],UFSC,0,44
adoecer,adoecer,adoecer,['./datasets/acessibilidade_2/videos/adoecer.wmv'],Acessibilidades2,0,1
adoidar,adoidar,adoidar,['./datasets/acessibilidade_3/videos/adoidarSm_Prog001.mp4'],Acessibilidades3,0,2
adoidar,adoidar,adoidar,['./datasets/acessibilidade_2/videos/adoidar.wmv'],Acessibilidades2,0,1
adormecer,adormecer,adormecer,['./datasets/acessibilidade_2/videos/adormecer.wmv'],Acessibilidades2,0,1
adormecer,adormecer,adormecer,['./datasets/acessibilidade_3/videos/adormecerSm_Prog001.mp4'],Acessibilidades3,0,2
adormecido,adormecido,adormecer,['./datasets/spread_the_sign/videos/adormecido.mp4'],SpreadTheSign,0,5
adotante,adotante,adotante,['./datasets/spread_the_sign/videos/adotante.mp4'],SpreadTheSign,0,12
adotivo,adotivo,adotivo,['./datasets/acessibilidade_2/videos/adotivo.wmv'],Acessibilidades2,0,1
adotivo,adotivo,adotivo,['./datasets/acessibilidade_3/videos/adotivoSm_Prog001.mp4'],Acessibilidades3,0,2
adoçante,adoçante,adoçante,['./datasets/spread_the_sign/videos/adoçante.mp4'],SpreadTheSign,0,10
adoção,adoção,adoção,['./datasets/spread_the_sign/videos/adoção.mp4'],SpreadTheSign,0,12
adquirir,adquirir,adquirir,['./datasets/ufsc_v2/videos/ADQUIRIR.mp4'],UFSC_V2,0,42
adquirir,adquirir,adquirir,['datasets/ufsc/videos/ADQUIRIR.mp4'],UFSC,0,43
adular,adular,adular,['./datasets/acessibilidade_3/videos/adularSm_Prog001.mp4'],Acessibilidades3,0,2
adular,adular,adular,['./datasets/acessibilidade_2/videos/adular.wmv'],Acessibilidades2,0,1
adulterio,adultério,adulterio,['./datasets/acessibilidade_3/videos/adulterioSm_Prog001.mp4'],Acessibilidades3,0,2
adulterio,adultério,adulterio,['./datasets/acessibilidade_2/videos/adulterio.wmv'],Acessibilidades2,0,1
adultério,adultério,adultério,['datasets/ufsc/videos/ADULT%C3%89RIO.mp4'],UFSC,0,44
adultério,adultério,adultério,['./datasets/ufsc_v2/videos/ADULTÉRIO.mp4'],UFSC_V2,0,42
adventista,adventista,adventista,['./datasets/acessibilidade_3/videos/adventistaSm_Prog001.mp4'],Acessibilidades3,0,2
adventista,adventista,adventista,['./datasets/acessibilidade_2/videos/adventista.wmv'],Acessibilidades2,0,1
adversario,adversário,adversario,['./datasets/acessibilidade_2/videos/adversario.wmv'],Acessibilidades2,0,1
advertencia,advertência,advertencia,['./datasets/usp/videos/advertencia.mp4'],USP,0,47
advogado,advogado,advogado,['./datasets/ufv/videos/1399-advogado.mp4'],UFV,0,48
advogado,advogado,advogado,['./datasets/acessibilidade_2/videos/advogado.wmv'],Acessibilidades2,0,1
advogado,advogado,advogado,['./datasets/ufsc_v2/videos/ADVOGADO.mp4'],UFSC_V2,0,42
advogado,advogado,advogado,['./datasets/acessibilidade_3/videos/advogadoSm_Prog001.mp4'],Acessibilidades3,0,2
advogado,advogado,advogado,['datasets/ufsc/videos/ADVOGADO.mp4'],UFSC,0,45
advogado,advogado,advogado,['./datasets/youtube_v2/videos/Libras - Advogado (720p_30fps_H264-128kbit_AAC).mp4'],Youtube,0,41
aerobarco,aerobarco,aerobarco,['./datasets/acessibilidade_2/videos/aerobarco2.wmv'],Acessibilidades2,1,1
aerobarco,aerobarco,aerobarco,['./datasets/acessibilidade_2/videos/aerobarco1.wmv'],Acessibilidades2,0,1
aerobarco,aerobarco,aerobarco,['./datasets/acessibilidade_3/videos/aerobarco1Sm_Prog001.mp4'],Acessibilidades3,0,2
aerobarco,aerobarco,aerobarco,['./datasets/acessibilidade_3/videos/aerobarco2Sm_Prog001.mp4'],Acessibilidades3,1,2
aeromoca,aeromoça,aeromocar,['./datasets/acessibilidade_2/videos/aeromoca.wmv'],Acessibilidades2,0,1
aeromoca,aeromoça,aeromocar,['./datasets/acessibilidade_3/videos/aeromocaSm_Prog001.mp4'],Acessibilidades3,0,2
aeroporto,aeroporto,aeroporto,['./datasets/youtube_v2/videos/Libras - Aeroporto (1080p_30fps_H264-128kbit_AAC).mp4'],Youtube,1,41
aeroporto,aeroporto,aeroporto,['./datasets/acessibilidade_3/videos/aeroportoSm_Prog001.mp4'],Acessibilidades3,0,2
aeroporto,aeroporto,aeroporto,['datasets/ufsc/videos/AEROPORTO.mp4'],UFSC,2,44
aeroporto,aeroporto,aeroporto,['./datasets/spread_the_sign/videos/aeroporto.mp4'],SpreadTheSign,2,3
aeroporto,aeroporto,aeroporto,['./datasets/acessibilidade_2/videos/aeroporto.wmv'],Acessibilidades2,0,1
aeroporto,aeroporto,aeroporto,['./datasets/ufsc_v2/videos/AEROPORTO.mp4'],UFSC_V2,2,42
aerossol,aerossol,aerossol,['./datasets/acessibilidade_3/videos/aerossolSm_Prog001.mp4'],Acessibilidades3,0,2
aerossol,aerossol,aerossol,['./datasets/acessibilidade_2/videos/aerossol.wmv'],Acessibilidades2,0,1
aerostato,aeróstato,aerostato,['./datasets/acessibilidade_3/videos/aerostatoSm_Prog001.mp4'],Acessibilidades3,0,2
aerostato,aeróstato,aerostato,['./datasets/acessibilidade_2/videos/aerostato.wmv'],Acessibilidades2,0,1
aeróbica,aeróbica,aeróbicar,['./datasets/spread_the_sign/videos/aeróbica.mp4'],SpreadTheSign,0,3
afamado,afamado,afamar,['./datasets/acessibilidade_2/videos/afamado.wmv'],Acessibilidades2,0,1
afamado,afamado,afamar,['./datasets/acessibilidade_3/videos/afamadoSm_Prog001.mp4'],Acessibilidades3,0,2
afasia,afasia,afasiar,['datasets/ufsc/videos/AFASIA.mp4'],UFSC,0,44
afasia,afasia,afasiar,['./datasets/ufsc_v2/videos/AFASIA.mp4'],UFSC_V2,0,42
afeganistão,afeganistão,afeganistãor,['./datasets/spread_the_sign/videos/Afeganistão.mp4'],SpreadTheSign,1,8
afeganistão,afeganistão,afeganistãor,['datasets/ufsc/videos/AFEGANIST%C3%83O.mp4'],UFSC,0,43
afeganistão,afeganistão,afeganistãor,['./datasets/ufsc_v2/videos/AFEGANISTÃO.mp4'],UFSC_V2,0,42
afeicao,afeição,afeicao,['./datasets/acessibilidade_3/videos/afeicaoSm_Prog001.mp4'],Acessibilidades3,0,2
afeicao,afeição,afeicao,['./datasets/acessibilidade_2/videos/afeicao.wmv'],Acessibilidades2,0,1
afetar,afetar,afetar,['./datasets/spread_the_sign/videos/afetar.mp4'],SpreadTheSign,0,5
afeto,afeto,afeto,['./datasets/acessibilidade_2/videos/afeto.wmv'],Acessibilidades2,0,1
afeto,afeto,afeto,['./datasets/acessibilidade_3/videos/afetoSm_Prog001.mp4'],Acessibilidades3,0,2
afetuoso,afetuoso,afetuoso,['./datasets/spread_the_sign/videos/afetuoso.mp4'],SpreadTheSign,0,13
afiado,afiado,afiar,['./datasets/acessibilidade_2/videos/afiado.wmv'],Acessibilidades2,0,1
afiado,afiado,afiar,['./datasets/acessibilidade_3/videos/afiadoSm_Prog001.mp4'],Acessibilidades3,0,2
afiar,afiar,afiar,['./datasets/acessibilidade_3/videos/afiarSm_Prog001.mp4'],Acessibilidades3,0,2
afiar,afiar,afiar,['./datasets/acessibilidade_2/videos/afiar.wmv'],Acessibilidades2,0,1
afivelar,afivelar,afivelar,['./datasets/acessibilidade_2/videos/afivelar.wmv'],Acessibilidades2,0,1
afivelar,afivelar,afivelar,['./datasets/acessibilidade_3/videos/afivelarSm_Prog001.mp4'],Acessibilidades3,0,2
afixar,afixar,afixar,['./datasets/acessibilidade_3/videos/afixarSm_Prog001.mp4'],Acessibilidades3,0,2
afixar,afixar,afixar,['./datasets/acessibilidade_2/videos/afixar.wmv'],Acessibilidades2,0,1
afligir,afligir,afligir,['./datasets/spread_the_sign/videos/afligir.mp4'],SpreadTheSign,0,9
aflito,aflito,aflito,['./datasets/acessibilidade_3/videos/aflitoSm_Prog001.mp4'],Acessibilidades3,0,2
aflito,aflito,aflito,['./datasets/acessibilidade_2/videos/aflito.wmv'],Acessibilidades2,0,1
aflição,aflição,aflição,['./datasets/spread_the_sign/videos/aflição.mp4'],SpreadTheSign,0,3
afocinhar,afocinhar,afocinhar,['./datasets/acessibilidade_2/videos/afocinhar.wmv'],Acessibilidades2,0,1
afocinhar,afocinhar,afocinhar,['./datasets/acessibilidade_3/videos/afocinharSm_Prog001.mp4'],Acessibilidades3,0,2
afogar,afogar,afogar,['./datasets/acessibilidade_2/videos/afogar2.wmv'],Acessibilidades2,2,1
afogar,afogar,afogar,['./datasets/acessibilidade_2/videos/afogar1.wmv'],Acessibilidades2,1,1
afogar,afogar,afogar,['./datasets/acessibilidade_3/videos/afogar1Sm_Prog001.mp4'],Acessibilidades3,1,2
afogar,afogar,afogar,['./datasets/ufv/videos/01573-Afogar.mp4'],UFV,0,48
afogar,afogar,afogar,['./datasets/acessibilidade_3/videos/afogar2Sm_Prog001.mp4'],Acessibilidades3,2,2
afogar se,afogar se,afogar,['./datasets/spread_the_sign/videos/afogar-se.mp4'],SpreadTheSign,0,3
africa,áfrica,africo,['./datasets/acessibilidade_2/videos/africa.wmv'],Acessibilidades2,0,1
africa,áfrica,africo,['./datasets/ufv/videos/00994-africa.mp4'],UFV,1,48
africa,áfrica,africo,['./datasets/acessibilidade_3/videos/africaSm_Prog001.mp4'],Acessibilidades3,0,2
afrodisíaco,afrodisíaco,afrodisíaco,['./datasets/spread_the_sign/videos/Afrodisíaco.mp4'],SpreadTheSign,0,12
afrouxar,afrouxar,afrouxar,['./datasets/acessibilidade_2/videos/afrouxar.wmv'],Acessibilidades2,0,1
afrouxar,afrouxar,afrouxar,['./datasets/acessibilidade_3/videos/afrouxarSm_Prog001.mp4'],Acessibilidades3,0,2
afundar,afundar,afundar,['./datasets/acessibilidade_3/videos/afundarSm_Prog001.mp4'],Acessibilidades3,0,2
afundar,afundar,afundar,['./datasets/spread_the_sign/videos/afundar.mp4'],SpreadTheSign,1,3
afundar,afundar,afundar,['./datasets/acessibilidade_2/videos/afundar.wmv'],Acessibilidades2,0,1
agachar,agachar,agachar,['./datasets/acessibilidade_3/videos/agacharSm_Prog001.mp4'],Acessibilidades3,0,2
agachar,agachar,agachar,['./datasets/acessibilidade_2/videos/agachar.wmv'],Acessibilidades2,0,1
agasalhar,agasalhar,agasalhar,['./datasets/acessibilidade_2/videos/agasalhar.wmv'],Acessibilidades2,0,1
agasalhar,agasalhar,agasalhar,['./datasets/acessibilidade_3/videos/agasalharSm_Prog001.mp4'],Acessibilidades3,0,2
agasalhar se,agasalhar se,agasalhar,['./datasets/spread_the_sign/videos/agasalhar-se.mp4'],SpreadTheSign,0,12
agasalho,agasalho,agasalho,['./datasets/usp/videos/agasalho.mp4'],USP,0,47
agenda,agenda,agenda,['./datasets/usp/videos/agenda.mp4'],USP,0,47
agendar,agendar,agendar,['./datasets/acessibilidade_2/videos/agendar.wmv'],Acessibilidades2,1,1
agendar,agendar,agendar,['./datasets/acessibilidade_3/videos/agendarSm_Prog001.mp4'],Acessibilidades3,1,2
agendar,agendar,agendar,['datasets/ufsc/videos/AGENDAR.mp4'],UFSC,0,45
agendar,agendar,agendar,['./datasets/ufsc_v2/videos/AGENDAR.mp4'],UFSC_V2,0,42
agilizar,agilizar,agilizar,['./datasets/ufsc_v2/videos/AGILIZAR.mp4'],UFSC_V2,0,42
agilizar,agilizar,agilizar,['datasets/ufsc/videos/E(agilizar).mp4'],UFSC,0,43
agitado,agitado,agitar,['./datasets/acessibilidade_2/videos/agitado.wmv'],Acessibilidades2,0,1
agitado,agitado,agitar,['./datasets/acessibilidade_3/videos/agitadoSm_Prog001.mp4'],Acessibilidades3,0,2
agitar,agitar,agitar,['./datasets/ufsc_v2/videos/AGITAR.mp4'],UFSC_V2,0,42
agitar,agitar,agitar,['datasets/ufsc/videos/AGITAR.mp4'],UFSC,0,43
agora,agora,agora,['./datasets/spread_the_sign/videos/agora.mp4'],SpreadTheSign,0,3
agora,agora,agora,['./datasets/acessibilidade_3/videos/agoraSm_Prog001.mp4'],Acessibilidades3,0,2
agora,agora,agora,['./datasets/acessibilidade_2/videos/agora.wmv'],Acessibilidades2,0,1
agora,agora,agora,['datasets/ufsc/videos/AGORA.mp4'],UFSC,0,44
agora,agora,agora,['./datasets/ufsc_v2/videos/AGORA.mp4'],UFSC_V2,0,42
agora,agora,agora,['./datasets/usp/videos/agora.mp4'],USP,0,47
agradar,agradar,agradar,['./datasets/acessibilidade_3/videos/agradarSm_Prog001.mp4'],Acessibilidades3,0,2
agradar,agradar,agradar,['./datasets/acessibilidade_2/videos/agradar.wmv'],Acessibilidades2,0,1
agradecer,agradecer,agradecer,['./datasets/ufsc_v2/videos/AGRADECER.mp4'],UFSC_V2,1,42
agradecer,agradecer,agradecer,['./datasets/acessibilidade_3/videos/agradecerSm_Prog001.mp4'],Acessibilidades3,0,2
agradecer,agradecer,agradecer,['./datasets/acessibilidade_2/videos/agradecer.wmv'],Acessibilidades2,0,1
agradecer,agradecer,agradecer,['./datasets/usp/videos/agradecer.mp4'],USP,1,47
agradecer,agradecer,agradecer,['datasets/ufsc/videos/AGRADECER.mp4'],UFSC,1,44
agramatical,agramatical,agramatical,['./datasets/ufv/videos/agramatical.mp4'],UFV,0,54
agredir,agredir,agredir,['./datasets/acessibilidade_2/videos/agredir.wmv'],Acessibilidades2,0,1
agredir,agredir,agredir,['./datasets/acessibilidade_3/videos/agredirSm_Prog001.mp4'],Acessibilidades3,0,2
agredir,agredir,agredir,['datasets/ufsc/videos/AGREDIR.mp4'],UFSC,1,44
agredir,agredir,agredir,['./datasets/ufsc_v2/videos/AGREDIR.mp4'],UFSC_V2,1,42
agressivo,agressivo,agressivo,['./datasets/acessibilidade_2/videos/agressivo.wmv'],Acessibilidades2,0,1
agressivo,agressivo,agressivo,['./datasets/spread_the_sign/videos/agressivo.mp4'],SpreadTheSign,1,3
agressivo,agressivo,agressivo,['./datasets/acessibilidade_3/videos/agressivoSm_Prog001.mp4'],Acessibilidades3,0,2
agressor,agressor,agressor,['./datasets/spread_the_sign/videos/Agressor.mp4'],SpreadTheSign,0,15
agressão,agressão,agressão,['datasets/ufsc/videos/AGRESS%C3%83O.mp4'],UFSC,0,45
agressão,agressão,agressão,['./datasets/ufsc_v2/videos/AGRESSÃO.mp4'],UFSC_V2,0,42
agressão,agressão,agressão,['./datasets/spread_the_sign/videos/agressão.mp4'],SpreadTheSign,1,3
agriao,agrião,agriaor,['./datasets/acessibilidade_3/videos/agriaoSm_Prog001.mp4'],Acessibilidades3,0,2
