original,checked,lemma,path,dictionary
sepultura,sepultura,sepultura,['./datasets/acessibilidade_2/videos/sepultura.wmv'],Acessibilidades2
bicampeao,bicampeão,Bicampeao,['./datasets/acessibilidade_2/videos/bicampeao.wmv'],Acessibilidades2
esquina,esquina,esquina,['./datasets/acessibilidade_2/videos/esquina.wmv'],Acessibilidades2
r,r,r,['./datasets/acessibilidade_2/videos/r.wmv'],Acessibilidades2
mais,mais,mais,"['./datasets/acessibilidade_2/videos/mais4.wmv', './datasets/acessibilidade_2/videos/mais5.wmv', './datasets/acessibilidade_2/videos/mais2.wmv', './datasets/acessibilidade_2/videos/mais3.wmv', './datasets/acessibilidade_2/videos/mais1.wmv', './datasets/acessibilidade_2/videos/mais6.wmv']",Acessibilidades2
mudo,mudo,mudo,"['./datasets/acessibilidade_2/videos/mudo2.wmv', './datasets/acessibilidade_2/videos/mudo1.wmv']",Acessibilidades2
dificuldade,dificuldade,dificuldade,['./datasets/acessibilidade_2/videos/dificuldade.wmv'],Acessibilidades2
trabalhador,trabalhador,trabalhador,['./datasets/acessibilidade_2/videos/trabalhador.wmv'],Acessibilidades2
porto,porto,Porto,['./datasets/acessibilidade_2/videos/porto.wmv'],Acessibilidades2
borrifar,borrifar,borrifar,['./datasets/acessibilidade_2/videos/borrifar.wmv'],Acessibilidades2
tombo,tombo,tombo,['./datasets/acessibilidade_2/videos/tombo.wmv'],Acessibilidades2
ramalhete,ramalhete,ramalheter,['./datasets/acessibilidade_2/videos/ramalhete.wmv'],Acessibilidades2
botao,botão,Botao,['./datasets/acessibilidade_2/videos/botao.wmv'],Acessibilidades2
cachorro,cachorro,cachorro,['./datasets/acessibilidade_2/videos/cachorro.wmv'],Acessibilidades2
israelita,israelita,israelita,"['./datasets/acessibilidade_2/videos/israelita.wmv', './datasets/acessibilidade_2/videos/israelita2.wmv']",Acessibilidades2
sobremesa,sobremesa,sobremês,['./datasets/acessibilidade_2/videos/sobremesa.wmv'],Acessibilidades2
aperfeicoar,aperfeiçoar,aperfeicoar,"['./datasets/acessibilidade_2/videos/aperfeicoar2.wmv', './datasets/acessibilidade_2/videos/aperfeicoar1.wmv']",Acessibilidades2
chao,chão,chao,['./datasets/acessibilidade_2/videos/chao.wmv'],Acessibilidades2
dialogo,dialogo,dialogo,['./datasets/acessibilidade_2/videos/dialogo.wmv'],Acessibilidades2
setembro,setembro,setembro,['./datasets/acessibilidade_2/videos/setembro.wmv'],Acessibilidades2
prefeito,prefeito,prefeito,['./datasets/acessibilidade_2/videos/prefeito.wmv'],Acessibilidades2
vetar,vetar,vetar,['./datasets/acessibilidade_2/videos/vetar.wmv'],Acessibilidades2
sustentar,sustentar,sustentar,['./datasets/acessibilidade_2/videos/sustentar.wmv'],Acessibilidades2
quiosque,quiosque,quiosque,['./datasets/acessibilidade_2/videos/quiosque.wmv'],Acessibilidades2
emoldurar,emoldurar,emoldurar,['./datasets/acessibilidade_2/videos/emoldurar.wmv'],Acessibilidades2
petiscar,petiscar,petiscar,['./datasets/acessibilidade_2/videos/petiscar.wmv'],Acessibilidades2
radical,radical,radical,['./datasets/acessibilidade_2/videos/radical.wmv'],Acessibilidades2
vareta,vareta,varetar,['./datasets/acessibilidade_2/videos/vareta.wmv'],Acessibilidades2
sexto,sexto,sexto,['./datasets/acessibilidade_2/videos/sexto.wmv'],Acessibilidades2
misturar,misturar,misturar,"['./datasets/acessibilidade_2/videos/misturar1.wmv', './datasets/acessibilidade_2/videos/misturar2.wmv']",Acessibilidades2
fatiar,fatiar,fatiar,['./datasets/acessibilidade_2/videos/fatiar.wmv'],Acessibilidades2
hippie,hippie,hippie,['./datasets/acessibilidade_2/videos/hippie.wmv'],Acessibilidades2
sauna,sauna,Sauna,['./datasets/acessibilidade_2/videos/sauna.wmv'],Acessibilidades2
cola,cola,colo,"['./datasets/acessibilidade_2/videos/cola1.wmv', './datasets/acessibilidade_2/videos/cola2.wmv']",Acessibilidades2
joao pessoa,joão pessoa,joao,['./datasets/acessibilidade_2/videos/joao-pessoa.wmv'],Acessibilidades2
grilo,grilo,grilo,['./datasets/acessibilidade_2/videos/grilo.wmv'],Acessibilidades2
devolver,devolver,devolver,"['./datasets/acessibilidade_2/videos/devolver2.wmv', './datasets/acessibilidade_2/videos/devolver1.wmv']",Acessibilidades2
fronteira,fronteira,fronteiro,['./datasets/acessibilidade_2/videos/fronteira.wmv'],Acessibilidades2
seu,seu,seu,['./datasets/acessibilidade_2/videos/seu.wmv'],Acessibilidades2
tempo,tempo,tempo,"['./datasets/acessibilidade_2/videos/tempo3.wmv', './datasets/acessibilidade_2/videos/tempo.wmv', './datasets/acessibilidade_2/videos/tempo2.wmv']",Acessibilidades2
que isto,que isto,que,['./datasets/acessibilidade_2/videos/que-isto.wmv'],Acessibilidades2
curiosidade,curiosidade,curiosidade,['./datasets/acessibilidade_2/videos/curiosidade.wmv'],Acessibilidades2
parar,parar,parar,"['./datasets/acessibilidade_2/videos/parar1.wmv', './datasets/acessibilidade_2/videos/parar4.wmv', './datasets/acessibilidade_2/videos/parar2.wmv', './datasets/acessibilidade_2/videos/parar3.wmv', './datasets/acessibilidade_2/videos/parar5.wmv']",Acessibilidades2
tipo,tipo,tipo,"['./datasets/acessibilidade_2/videos/tipo2.wmv', './datasets/acessibilidade_2/videos/tipo1.wmv']",Acessibilidades2
separar,separar,separar,"['./datasets/acessibilidade_2/videos/separar2.wmv', './datasets/acessibilidade_2/videos/separar1.wmv']",Acessibilidades2
ra,rã,re a,"['./datasets/acessibilidade_2/videos/ra.wmv', './datasets/acessibilidade_2/videos/ra2.wmv']",Acessibilidades2
navalha,navalha,navalha,['./datasets/acessibilidade_2/videos/navalha.wmv'],Acessibilidades2
rosto,rosto,ror,['./datasets/acessibilidade_2/videos/rosto.wmv'],Acessibilidades2
topar,topar,topar,"['./datasets/acessibilidade_2/videos/topar2.wmv', './datasets/acessibilidade_2/videos/topar1.wmv']",Acessibilidades2
estabelecimento,estabelecimento,estabelecimento,['./datasets/acessibilidade_2/videos/estabelecimento.wmv'],Acessibilidades2
umidade,umidade,umidade,['./datasets/acessibilidade_2/videos/umidade.wmv'],Acessibilidades2
resolver,resolver,resolver,['./datasets/acessibilidade_2/videos/resolver.wmv'],Acessibilidades2
absorver,absorver,absorver,"['./datasets/acessibilidade_2/videos/absorver1.wmv', './datasets/acessibilidade_2/videos/absorver2.wmv']",Acessibilidades2
batida,batida,bater,"['./datasets/acessibilidade_2/videos/batida2.wmv', './datasets/acessibilidade_2/videos/batida1.wmv']",Acessibilidades2
colega,colega,colega,['./datasets/acessibilidade_2/videos/colega.wmv'],Acessibilidades2
orar,orar,orar,['./datasets/acessibilidade_2/videos/orar.wmv'],Acessibilidades2
ser,ser,ser,"['./datasets/acessibilidade_2/videos/ser1.wmv', './datasets/acessibilidade_2/videos/ser3.wmv']",Acessibilidades2
telegrafar,telegrafar,telegrafar,['./datasets/acessibilidade_2/videos/telegrafar.wmv'],Acessibilidades2
jiu jitsu,jiu jitsu,jiu,['./datasets/acessibilidade_2/videos/jiu-jitsu.wmv'],Acessibilidades2
coruja,coruja,coruja,"['./datasets/acessibilidade_2/videos/coruja1.wmv', './datasets/acessibilidade_2/videos/coruja2.wmv']",Acessibilidades2
creche,creche,crecher,['./datasets/acessibilidade_2/videos/creche.wmv'],Acessibilidades2
continencia,continência,continencer,"['./datasets/acessibilidade_2/videos/continencia2.wmv', './datasets/acessibilidade_2/videos/continencia1.wmv']",Acessibilidades2
ziguezague,ziguezague,ziguezaguer,['./datasets/acessibilidade_2/videos/ziguezague.wmv'],Acessibilidades2
fazenda,fazenda,fazendar,"['./datasets/acessibilidade_2/videos/fazenda2.wmv', './datasets/acessibilidade_2/videos/fazenda.wmv']",Acessibilidades2
dependente,dependente,dependente,['./datasets/acessibilidade_2/videos/dependente.wmv'],Acessibilidades2
virgula,vírgula,virgular,['./datasets/acessibilidade_2/videos/virgula.wmv'],Acessibilidades2
palpitar,palpitar,palpitar,"['./datasets/acessibilidade_2/videos/palpitar2.wmv', './datasets/acessibilidade_2/videos/palpitar1.wmv']",Acessibilidades2
quem,quem,quem,"['./datasets/acessibilidade_2/videos/quem1.wmv', './datasets/acessibilidade_2/videos/quem2.wmv', './datasets/acessibilidade_2/videos/quem3.wmv']",Acessibilidades2
lubrificante,lubrificante,lubrificante,['./datasets/acessibilidade_2/videos/lubrificante.wmv'],Acessibilidades2
atriz,atriz,atriz,['./datasets/acessibilidade_2/videos/atriz.wmv'],Acessibilidades2
gesso,gesso,gesso,['./datasets/acessibilidade_2/videos/gesso.wmv'],Acessibilidades2
cacar,caçar,cacar,['./datasets/acessibilidade_2/videos/cacar.wmv'],Acessibilidades2
disco,disco,disco,['./datasets/acessibilidade_2/videos/disco.wmv'],Acessibilidades2
destino,destino,destino,['./datasets/acessibilidade_2/videos/destino.wmv'],Acessibilidades2
dardo,dardo,dardo,['./datasets/acessibilidade_2/videos/dardo.wmv'],Acessibilidades2
inculto,inculto,inculto,['./datasets/acessibilidade_2/videos/inculto.wmv'],Acessibilidades2
calcada,calcada,calcar,['./datasets/acessibilidade_2/videos/calcada.wmv'],Acessibilidades2
federacao,federação,federacao,['./datasets/acessibilidade_2/videos/federacao.wmv'],Acessibilidades2
la,la,la,['./datasets/acessibilidade_2/videos/la.wmv'],Acessibilidades2
partir,partir,partir,"['./datasets/acessibilidade_2/videos/partir2.wmv', './datasets/acessibilidade_2/videos/partir3.wmv', './datasets/acessibilidade_2/videos/partir4.wmv', './datasets/acessibilidade_2/videos/partir1.wmv']",Acessibilidades2
flecha,flecha,flechar,['./datasets/acessibilidade_2/videos/flecha.wmv'],Acessibilidades2
ensaiar,ensaiar,ensaiar,['./datasets/acessibilidade_2/videos/ensaiar.wmv'],Acessibilidades2
cavidade nasal,cavidade nasal,cavidade,['./datasets/acessibilidade_2/videos/cavidade-nasal.wmv'],Acessibilidades2
nenhum,nenhum,nenhum,['./datasets/acessibilidade_2/videos/nenhum.wmv'],Acessibilidades2
louca,louca,louco,['./datasets/acessibilidade_2/videos/louca.wmv'],Acessibilidades2
trepidar,trepidar,trepidar,['./datasets/acessibilidade_2/videos/trepidar.wmv'],Acessibilidades2
matar,matar,matar,"['./datasets/acessibilidade_2/videos/matar1.wmv', './datasets/acessibilidade_2/videos/matar2.wmv']",Acessibilidades2
sapo,sapo,Sapo,['./datasets/acessibilidade_2/videos/sapo.wmv'],Acessibilidades2
fluente,fluente,fluente,"['./datasets/acessibilidade_2/videos/fluente1.wmv', './datasets/acessibilidade_2/videos/fluente2.wmv']",Acessibilidades2
prancha,prancha,pranchar,['./datasets/acessibilidade_2/videos/prancha.wmv'],Acessibilidades2
impor,impor,impor,['./datasets/acessibilidade_2/videos/impor.wmv'],Acessibilidades2
aprovado,aprovado,aprovar,"['./datasets/acessibilidade_2/videos/aprovado3.wmv', './datasets/acessibilidade_2/videos/aprovado1.wmv', './datasets/acessibilidade_2/videos/aprovado2.wmv']",Acessibilidades2
rabo,rabo,rabo,['./datasets/acessibilidade_2/videos/rabo.wmv'],Acessibilidades2
peneirar,peneirar,peneirar,['./datasets/acessibilidade_2/videos/peneirar.wmv'],Acessibilidades2
envolver,envolver,envolver,['./datasets/acessibilidade_2/videos/envolver.wmv'],Acessibilidades2
decalogo,decálogo,decalogo,['./datasets/acessibilidade_2/videos/decalogo.wmv'],Acessibilidades2
nulo,nulo,nulo,['./datasets/acessibilidade_2/videos/nulo.wmv'],Acessibilidades2
inferior,inferior,inferior,['./datasets/acessibilidade_2/videos/inferior.wmv'],Acessibilidades2
superior,superior,alto,['./datasets/acessibilidade_2/videos/superior.wmv'],Acessibilidades2
fogos de artificios,fogos de artifícios,fogo,['./datasets/acessibilidade_2/videos/fogos_de_artificios.wmv'],Acessibilidades2
aids,aids,aids,['./datasets/acessibilidade_2/videos/aids.wmv'],Acessibilidades2
mania,mania,mania,['./datasets/acessibilidade_2/videos/mania.wmv'],Acessibilidades2
porre,porre,porrer,['./datasets/acessibilidade_2/videos/porre.wmv'],Acessibilidades2
adjunto,adjunto,adjunto,['./datasets/acessibilidade_2/videos/adjunto.wmv'],Acessibilidades2
opcao,opção,opcao,['./datasets/acessibilidade_2/videos/opcao.wmv'],Acessibilidades2
quantidade,quantidade,quantidade,['./datasets/acessibilidade_2/videos/quantidade.wmv'],Acessibilidades2
correr,correr,correr,"['./datasets/acessibilidade_2/videos/correr2.wmv', './datasets/acessibilidade_2/videos/correr1.wmv', './datasets/acessibilidade_2/videos/correr3.wmv']",Acessibilidades2
homem,homem,homem,['./datasets/acessibilidade_2/videos/homem.wmv'],Acessibilidades2
ir,ir,ir,"['./datasets/acessibilidade_2/videos/ir6.wmv', './datasets/acessibilidade_2/videos/ir4.wmv', './datasets/acessibilidade_2/videos/ir5.wmv', './datasets/acessibilidade_2/videos/ir2.wmv', './datasets/acessibilidade_2/videos/ir1.wmv', './datasets/acessibilidade_2/videos/ir3.wmv']",Acessibilidades2
acre,acre,acre,['./datasets/acessibilidade_2/videos/acre.wmv'],Acessibilidades2
olhar,olhar,olhar,"['./datasets/acessibilidade_2/videos/olhar.wmv', './datasets/acessibilidade_2/videos/olhar2.wmv']",Acessibilidades2
admirado,admirado,admirar,['./datasets/acessibilidade_2/videos/admirado.wmv'],Acessibilidades2
mimica,mímica,mimica,['./datasets/acessibilidade_2/videos/mimica.wmv'],Acessibilidades2
constituicao,constituição,constituicao,['./datasets/acessibilidade_2/videos/constituicao.wmv'],Acessibilidades2
fiel,fiel,fiel,['./datasets/acessibilidade_2/videos/fiel.wmv'],Acessibilidades2
coluna,coluna,coluna,['./datasets/acessibilidade_2/videos/coluna.wmv'],Acessibilidades2
producao,produção,producao,['./datasets/acessibilidade_2/videos/producao.wmv'],Acessibilidades2
metade,metade,metade,"['./datasets/acessibilidade_2/videos/metade1.wmv', './datasets/acessibilidade_2/videos/metade2.wmv']",Acessibilidades2
delegado,delegado,delegar,['./datasets/acessibilidade_2/videos/delegado.wmv'],Acessibilidades2
orcamento,orçamento,orcamento,['./datasets/acessibilidade_2/videos/orcamento.wmv'],Acessibilidades2
interpretacao,interpretação,interpretacao,['./datasets/acessibilidade_2/videos/interpretacao.wmv'],Acessibilidades2
estragado,estragado,estragar,['./datasets/acessibilidade_2/videos/estragado.wmv'],Acessibilidades2
ameacar,ameaçar,ameacar,"['./datasets/acessibilidade_2/videos/ameacar1.wmv', './datasets/acessibilidade_2/videos/ameacar2.wmv']",Acessibilidades2
barriga,barriga,barriga,['./datasets/acessibilidade_2/videos/barriga.wmv'],Acessibilidades2
vertebrados,vertebrados,vertebrar,['./datasets/acessibilidade_2/videos/vertebrados.wmv'],Acessibilidades2
churrasco,churrasco,churrasco,['./datasets/acessibilidade_2/videos/churrasco.wmv'],Acessibilidades2
adeus,adeus,adeus,"['./datasets/acessibilidade_2/videos/adeus2.wmv', './datasets/acessibilidade_2/videos/adeus.wmv']",Acessibilidades2
guardar,guardar,guardar,['./datasets/acessibilidade_2/videos/guardar.wmv'],Acessibilidades2
testemunhar,testemunhar,testemunhar,['./datasets/acessibilidade_2/videos/testemunhar.wmv'],Acessibilidades2
datilografia,datilografia,datilografia,['./datasets/acessibilidade_2/videos/datilografia.wmv'],Acessibilidades2
copiar,copiar,copiar,['./datasets/acessibilidade_2/videos/copiar.wmv'],Acessibilidades2
japao,japão,japao,['./datasets/acessibilidade_2/videos/japao.wmv'],Acessibilidades2
mosca,mosca,moscar,['./datasets/acessibilidade_2/videos/mosca.wmv'],Acessibilidades2
juros,juros,juro,['./datasets/acessibilidade_2/videos/juros.wmv'],Acessibilidades2
ontem,ontem,ontem,['./datasets/acessibilidade_2/videos/ontem.wmv'],Acessibilidades2
gradear,gradear,gradear,['./datasets/acessibilidade_2/videos/gradear.wmv'],Acessibilidades2
nora,nora,nor,['./datasets/acessibilidade_2/videos/nora2.wmv'],Acessibilidades2
derrame,derrame,derrame,['./datasets/acessibilidade_2/videos/derrame.wmv'],Acessibilidades2
lixa,lixa,lixar,['./datasets/acessibilidade_2/videos/lixa.wmv'],Acessibilidades2
farinha de trigo,farinha de trigo,farinha,['./datasets/acessibilidade_2/videos/farinha_de_trigo.wmv'],Acessibilidades2
jocoso,jocoso,jocoso,['./datasets/acessibilidade_2/videos/jocoso.wmv'],Acessibilidades2
roer,roer,roer,['./datasets/acessibilidade_2/videos/roer.wmv'],Acessibilidades2
poltrona,poltrona,poltronar,['./datasets/acessibilidade_2/videos/poltrona.wmv'],Acessibilidades2
coordenador,coordenador,coordenador,['./datasets/acessibilidade_2/videos/coordenador.wmv'],Acessibilidades2
alma,alma,alma,['./datasets/acessibilidade_2/videos/alma.wmv'],Acessibilidades2
pensao,pensão,pensaor,"['./datasets/acessibilidade_2/videos/pensao1.wmv', './datasets/acessibilidade_2/videos/pensao2.wmv']",Acessibilidades2
vedar,vedar,vedar,"['./datasets/acessibilidade_2/videos/vedar1.wmv', './datasets/acessibilidade_2/videos/vedar2.wmv', './datasets/acessibilidade_2/videos/vedar3.wmv']",Acessibilidades2
em pe,em pé,em,['./datasets/acessibilidade_2/videos/em-pe.wmv'],Acessibilidades2
perdoar,perdoar,perdoar,['./datasets/acessibilidade_2/videos/perdoar.wmv'],Acessibilidades2
ajudar,ajudar,ajudar,"['./datasets/acessibilidade_2/videos/ajudar1.wmv', './datasets/acessibilidade_2/videos/ajudar2.wmv']",Acessibilidades2
provocar,provocar,provocar,"['./datasets/acessibilidade_2/videos/provocar1.wmv', './datasets/acessibilidade_2/videos/provocar2.wmv']",Acessibilidades2
relogio,relógio,relogio,"['./datasets/acessibilidade_2/videos/relogio1.wmv', './datasets/acessibilidade_2/videos/relogio2.wmv']",Acessibilidades2
publicidade,publicidade,publicidade,['./datasets/acessibilidade_2/videos/publicidade.wmv'],Acessibilidades2
namoro,namoro,namorar,['./datasets/acessibilidade_2/videos/namoro.wmv'],Acessibilidades2
flutuar,flutuar,flutuar,['./datasets/acessibilidade_2/videos/flutuar.wmv'],Acessibilidades2
hipismo,hipismo,hipismo,['./datasets/acessibilidade_2/videos/hipismo.wmv'],Acessibilidades2
presentear,presentear,presentear,['./datasets/acessibilidade_2/videos/presentear.wmv'],Acessibilidades2
plantar,plantar,plantar,['./datasets/acessibilidade_2/videos/plantar.wmv'],Acessibilidades2
verde,verde,verde,['./datasets/acessibilidade_2/videos/verde.wmv'],Acessibilidades2
filmadora,filmadora,filmadoro,['./datasets/acessibilidade_2/videos/filmadora.wmv'],Acessibilidades2
australiano,australiano,australiano,['./datasets/acessibilidade_2/videos/australiano.wmv'],Acessibilidades2
tocha,tocha,tochar,['./datasets/acessibilidade_2/videos/tocha.wmv'],Acessibilidades2
matriz,matriz,Matriz,"['./datasets/acessibilidade_2/videos/matriz.wmv', './datasets/acessibilidade_2/videos/matriz2.wmv']",Acessibilidades2
faturar,faturar,faturar,['./datasets/acessibilidade_2/videos/faturar.wmv'],Acessibilidades2
coito,coito,coito,['./datasets/acessibilidade_2/videos/coito.wmv'],Acessibilidades2
egito,egito,egitar,['./datasets/acessibilidade_2/videos/egito.wmv'],Acessibilidades2
dor de cabeca,dor de cabeça,dor,['./datasets/acessibilidade_2/videos/dor-de-cabeca.wmv'],Acessibilidades2
duzia,dúzia,duzer,['./datasets/acessibilidade_2/videos/duzia.wmv'],Acessibilidades2
assim,assim,assim,['./datasets/acessibilidade_2/videos/assim.wmv'],Acessibilidades2
bibliografia,bibliografia,bibliografio,['./datasets/acessibilidade_2/videos/bibliografia.wmv'],Acessibilidades2
adulto,adulto,adulto,['./datasets/acessibilidade_2/videos/adulto.wmv'],Acessibilidades2
prolongar,prolongar,prolongar,['./datasets/acessibilidade_2/videos/prolongar.wmv'],Acessibilidades2
